                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.1217,                 1.1127,                 1.1277,                0.75669,                 0.5411,                0.60001,                0.37227,                 1.2801,                 1.1944,                 1.2303,             0.00067159,             0.00067159,             0.00067159
                     12,                 1.0786,                 1.0417,                 1.1006,                0.80489,                0.51346,                0.59607,                0.36374,                 1.2982,                 1.2242,                 1.2095,             0.00066688,             0.00066688,             0.00066688
                     13,                 1.0628,                0.98573,                  1.095,                0.85264,                0.45013,                0.55797,                  0.329,                 1.2702,                 1.1016,                 1.2065,             0.00066216,             0.00066216,             0.00066216
                     14,                 1.0591,                0.95172,                 1.0837,                 0.6208,                 0.5286,                0.59618,                0.35414,                 1.3046,                 1.1037,                 1.2239,             0.00065745,             0.00065745,             0.00065745
                     15,                 1.0163,                0.90416,                 1.0686,                0.76036,                0.56932,                0.62135,                0.38497,                 1.3104,                 1.1063,                 1.2243,             0.00065274,             0.00065274,             0.00065274
                     16,                 1.0227,                 0.9148,                 1.0685,                0.70475,                0.53127,                0.60278,                0.35715,                 1.3056,                  1.114,                 1.2332,             0.00064803,             0.00064803,             0.00064803
                     17,                 1.0102,                0.85851,                 1.0547,                0.63886,                0.55791,                0.59955,                0.36793,                 1.2818,                 1.1013,                 1.2217,             0.00064331,             0.00064331,             0.00064331
                     18,                0.97366,                0.86635,                 1.0486,                0.72565,                0.54265,                0.63441,                0.38984,                 1.2737,                 1.1397,                 1.1917,              0.0006386,              0.0006386,              0.0006386
                     19,                0.96655,                0.84411,                 1.0491,                0.73156,                0.50716,                0.56939,                0.35855,                 1.2714,                 1.0978,                 1.2097,             0.00063389,             0.00063389,             0.00063389
                     20,                0.97107,                0.84173,                 1.0448,                0.64534,                0.54054,                0.56109,                0.34464,                 1.2566,                 1.1229,                 1.2112,             0.00062918,             0.00062918,             0.00062918
                     21,                0.92437,                0.79469,                 1.0088,                0.59192,                0.61988,                0.61135,                0.38212,                  1.272,                  1.053,                 1.2208,             0.00062446,             0.00062446,             0.00062446
                     22,                0.93395,                0.78196,                 1.0263,                0.69224,                0.56797,                0.60143,                0.37748,                 1.2528,                 1.1471,                 1.2044,             0.00061975,             0.00061975,             0.00061975
                     23,                0.90678,                0.74599,                 1.0036,                0.65677,                0.59811,                0.60569,                0.38936,                 1.2909,                  1.077,                  1.237,             0.00061504,             0.00061504,             0.00061504
                     24,                0.90205,                0.75743,                 1.0064,                 0.6655,                0.56201,                0.59333,                 0.3746,                 1.2154,                 1.1359,                 1.1957,             0.00061033,             0.00061033,             0.00061033
                     25,                0.89274,                 0.7372,                 1.0066,                0.69337,                0.50504,                 0.6028,                0.38331,                 1.2735,                 1.1533,                 1.2156,             0.00060561,             0.00060561,             0.00060561
                     26,                0.87832,                 0.7379,                0.99465,                0.75553,                 0.6112,                0.64907,                0.39351,                 1.2666,                  1.064,                 1.2124,              0.0006009,              0.0006009,              0.0006009
                     27,                0.86478,                0.70518,                0.98219,                0.71919,                0.55848,                0.61207,                0.40825,                 1.2573,                 1.0258,                 1.1927,             0.00059619,             0.00059619,             0.00059619
                     28,                0.84007,                 0.6906,                0.98068,                0.61714,                0.60806,                0.61159,                 0.3654,                 1.2605,                 1.0053,                 1.2296,             0.00059148,             0.00059148,             0.00059148
                     29,                0.84108,                0.69379,                0.98039,                0.73861,                 0.5393,                0.60471,                0.37367,                 1.2456,                 1.0927,                 1.1971,             0.00058677,             0.00058677,             0.00058677
                     30,                0.81491,                0.65514,                0.96598,                0.68085,                0.59757,                0.64493,                 0.3922,                 1.2496,                 1.0205,                 1.1919,             0.00058205,             0.00058205,             0.00058205
                     31,                0.81491,                 0.6483,                0.96162,                0.72232,                0.58045,                0.63494,                 0.3996,                 1.2573,                 1.0361,                 1.2118,             0.00057734,             0.00057734,             0.00057734
                     32,                0.82049,                0.65624,                0.97627,                0.64006,                0.60889,                0.62395,                0.38069,                 1.2788,                 1.0236,                 1.2319,             0.00057263,             0.00057263,             0.00057263
                     33,                 0.8237,                 0.6435,                0.96256,                0.69326,                0.61391,                0.64839,                 0.3838,                 1.2285,                0.99545,                 1.1996,             0.00056792,             0.00056792,             0.00056792
                     34,                0.79895,                0.61631,                0.96232,                0.71268,                0.57702,                0.64419,                0.38417,                 1.2293,                 1.0514,                  1.211,              0.0005632,              0.0005632,              0.0005632
                     35,                0.77744,                 0.6159,                0.95177,                0.85413,                0.53552,                0.61782,                0.40622,                 1.2673,                0.98836,                  1.225,             0.00055849,             0.00055849,             0.00055849
                     36,                0.78488,                0.61049,                0.94926,                0.83733,                0.59867,                0.65092,                0.40619,                 1.2356,                 1.0053,                 1.2043,             0.00055378,             0.00055378,             0.00055378
                     37,                0.79441,                0.61583,                0.95062,                0.68585,                 0.6234,                0.66511,                0.41397,                 1.2525,                 1.0271,                 1.2187,             0.00054907,             0.00054907,             0.00054907
                     38,                0.76027,                0.58681,                0.94549,                 0.7762,                0.60393,                0.68298,                0.42232,                 1.2272,                  0.964,                 1.2225,             0.00054435,             0.00054435,             0.00054435
                     39,                0.75235,                0.58757,                0.94431,                0.78347,                0.56189,                0.62574,                0.39777,                 1.2585,                 1.0591,                 1.2429,             0.00053964,             0.00053964,             0.00053964
                     40,                0.74192,                0.56087,                0.92661,                0.77206,                0.55675,                 0.6321,                0.40352,                  1.202,                 1.0603,                 1.1967,             0.00053493,             0.00053493,             0.00053493
                     41,                0.73749,                  0.583,                0.94183,                0.77234,                0.54806,                0.63325,                0.39152,                 1.2308,                 1.0143,                 1.1981,             0.00053022,             0.00053022,             0.00053022
                     42,                 0.7294,                0.55889,                0.92608,                0.74727,                0.57593,                0.65036,                0.41115,                 1.2342,                 1.0102,                 1.2023,              0.0005255,              0.0005255,              0.0005255
                     43,                0.72638,                0.56234,                0.92771,                0.74632,                0.59993,                0.62613,                0.38065,                 1.2474,                 1.0499,                 1.2312,             0.00052079,             0.00052079,             0.00052079
                     44,                0.71179,                0.55198,                0.93124,                0.76643,                0.57107,                0.63592,                0.40048,                 1.2167,                0.97906,                 1.2137,             0.00051608,             0.00051608,             0.00051608
                     45,                0.71439,                0.54386,                0.92441,                0.75204,                0.54684,                0.64271,                0.40954,                 1.2265,                 0.9702,                   1.21,             0.00051137,             0.00051137,             0.00051137
                     46,                0.70903,                0.53407,                0.92133,                0.81615,                 0.5583,                0.63593,                0.40856,                 1.2214,                 1.0016,                  1.204,             0.00050665,             0.00050665,             0.00050665
                     47,                0.69414,                0.52774,                0.91616,                 0.8228,                0.57004,                0.66088,                0.42182,                 1.1783,                 1.0006,                 1.1751,             0.00050194,             0.00050194,             0.00050194
                     48,                0.68596,                 0.5285,                0.91577,                0.69957,                 0.6126,                0.65287,                0.41912,                 1.2192,                0.96391,                 1.2055,             0.00049723,             0.00049723,             0.00049723
                     49,                0.68805,                0.51795,                0.91279,                0.70275,                0.62934,                0.65221,                0.41554,                 1.2102,                0.98674,                   1.21,             0.00049252,             0.00049252,             0.00049252
                     50,                0.67805,                0.51739,                0.90937,                0.87344,                0.54736,                 0.6518,                0.41893,                 1.2314,                0.97212,                 1.2139,              0.0004878,              0.0004878,              0.0004878
                     51,                0.67079,                0.50168,                0.90981,                0.80351,                 0.6121,                0.66819,                0.42979,                 1.1883,                0.97654,                 1.1817,             0.00048309,             0.00048309,             0.00048309
                     52,                0.66675,                0.49514,                 0.9039,                 0.8007,                0.60509,                0.67545,                0.43987,                 1.2371,                 1.0381,                 1.2278,             0.00047838,             0.00047838,             0.00047838
                     53,                0.66307,                 0.4898,                0.90359,                0.84576,                0.62874,                 0.7053,                0.45369,                 1.2251,                0.99215,                 1.2234,             0.00047367,             0.00047367,             0.00047367
                     54,                 0.6355,                0.47623,                0.90141,                0.84663,                0.60828,                0.70827,                0.45632,                 1.2329,                 1.0357,                 1.2161,             0.00046896,             0.00046896,             0.00046896
                     55,                0.64948,                0.48261,                0.89639,                0.82102,                0.62068,                0.69834,                0.45529,                 1.2392,                0.98405,                 1.2038,             0.00046424,             0.00046424,             0.00046424
                     56,                0.65385,                0.48996,                0.90616,                0.83819,                 0.5751,                0.69318,                0.45014,                  1.256,                 0.9719,                 1.2212,             0.00045953,             0.00045953,             0.00045953
                     57,                0.65485,                0.47996,                0.90225,                0.82167,                0.66307,                0.72803,                0.47271,                 1.2084,                0.94949,                 1.1969,             0.00045482,             0.00045482,             0.00045482
                     58,                0.63468,                0.47567,                0.89521,                0.72391,                0.67077,                0.70647,                0.45091,                 1.2304,                0.98422,                 1.2093,             0.00045011,             0.00045011,             0.00045011
                     59,                0.63454,                0.47125,                0.89508,                0.73059,                0.60735,                0.65704,                0.42009,                 1.2204,                0.97981,                  1.195,             0.00044539,             0.00044539,             0.00044539
                     60,                0.64013,                0.47928,                0.90009,                0.85592,                0.60676,                0.68523,                0.43909,                 1.2208,                0.96894,                 1.2064,             0.00044068,             0.00044068,             0.00044068
                     61,                0.62642,                0.46505,                0.88923,                0.87702,                0.60201,                0.71031,                0.45159,                 1.2344,                 0.9573,                  1.223,             0.00043597,             0.00043597,             0.00043597
                     62,                0.61447,                0.44811,                0.88357,                0.75217,                0.68876,                0.73469,                0.47146,                 1.2299,                0.95712,                 1.2351,             0.00043126,             0.00043126,             0.00043126
                     63,                0.61608,                0.44961,                0.89257,                0.80239,                0.65265,                0.70029,                0.45255,                 1.2167,                0.93811,                 1.2147,             0.00042654,             0.00042654,             0.00042654
                     64,                0.60716,                0.44462,                0.88329,                0.82455,                0.58416,                0.68044,                0.45343,                 1.1998,                0.94999,                  1.201,             0.00042183,             0.00042183,             0.00042183
                     65,                0.62478,                0.45917,                0.89361,                0.84214,                0.64139,                0.72588,                0.46017,                 1.1952,                0.96413,                 1.1831,             0.00041712,             0.00041712,             0.00041712
                     66,                0.60396,                0.45886,                 0.8872,                0.79346,                 0.6203,                 0.7124,                0.47783,                 1.2194,                0.92213,                 1.2083,             0.00041241,             0.00041241,             0.00041241
                     67,                0.58845,                0.43361,                0.87919,                0.84831,                0.62893,                0.71218,                0.45883,                 1.2031,                 1.0014,                 1.1992,             0.00040769,             0.00040769,             0.00040769
                     68,                0.59375,                0.44003,                0.87907,                0.84311,                0.62763,                0.71619,                0.47726,                  1.218,                0.96415,                  1.227,             0.00040298,             0.00040298,             0.00040298
                     69,                0.58602,                0.43066,                0.87822,                 0.8741,                0.62135,                0.71052,                0.47424,                 1.2144,                0.91334,                 1.2185,             0.00039827,             0.00039827,             0.00039827
                     70,                0.57963,                0.41893,                0.87418,                0.84658,                0.60209,                0.69753,                0.48341,                 1.1931,                0.94781,                 1.1959,             0.00039356,             0.00039356,             0.00039356
                     71,                0.57825,                0.42488,                0.88139,                0.73975,                0.61311,                0.67487,                0.44009,                 1.2018,                0.94242,                 1.2265,             0.00038884,             0.00038884,             0.00038884
                     72,                0.57104,                0.41235,                0.87385,                0.73093,                0.65843,                0.70044,                0.45364,                 1.2136,                0.92762,                 1.2142,             0.00038413,             0.00038413,             0.00038413
                     73,                0.57802,                0.41854,                 0.8769,                0.71181,                0.63679,                0.68448,                0.45248,                  1.207,                 0.9573,                 1.1938,             0.00037942,             0.00037942,             0.00037942
                     74,                0.56269,                0.41954,                0.86735,                0.78478,                0.62485,                0.67924,                0.44216,                  1.205,                0.92938,                 1.2132,             0.00037471,             0.00037471,             0.00037471
                     75,                0.56658,                 0.4256,                0.87584,                0.78756,                0.65662,                0.69489,                0.45206,                   1.22,                0.94022,                 1.2229,             0.00036999,             0.00036999,             0.00036999
                     76,                0.56741,                0.41426,                0.86993,                0.79772,                0.58146,                0.67807,                0.44813,                 1.2124,                 1.0242,                 1.2069,             0.00036528,             0.00036528,             0.00036528
                     77,                0.55671,                0.41197,                0.87061,                 0.6949,                0.69847,                 0.7297,                0.46223,                 1.1877,                0.92882,                 1.1772,             0.00036057,             0.00036057,             0.00036057
                     78,                 0.5436,                0.40504,                0.86281,                0.80804,                0.66899,                0.72574,                0.47784,                  1.195,                0.92007,                 1.2022,             0.00035586,             0.00035586,             0.00035586
                     79,                0.53346,                0.39058,                0.85905,                0.83103,                0.57415,                0.69983,                 0.4384,                  1.215,                0.99563,                 1.2188,             0.00035115,             0.00035115,             0.00035115
                     80,                0.54069,                 0.3987,                0.86668,                0.79701,                0.59361,                0.68287,                0.44667,                 1.2206,                0.94831,                 1.2191,             0.00034643,             0.00034643,             0.00034643
                     81,                0.52932,                0.38805,                0.86085,                0.84171,                0.61566,                0.72462,                0.45789,                 1.1958,                0.94477,                 1.1902,             0.00034172,             0.00034172,             0.00034172
                     82,                0.52911,                0.38626,                0.85803,                0.88818,                 0.5672,                0.69638,                0.44339,                 1.2049,                0.97806,                 1.1942,             0.00033701,             0.00033701,             0.00033701
                     83,                0.51872,                0.37578,                0.85809,                 0.7717,                0.67103,                 0.7223,                0.45514,                 1.2107,                0.93275,                 1.1977,              0.0003323,              0.0003323,              0.0003323
                     84,                0.52969,                0.39008,                0.86386,                0.72099,                0.69442,                0.72186,                0.46905,                 1.1698,                 0.9246,                 1.1869,             0.00032758,             0.00032758,             0.00032758
                     85,                0.52231,                0.38304,                0.85785,                0.84646,                0.62162,                0.72133,                0.47109,                 1.1835,                0.92641,                 1.2026,             0.00032287,             0.00032287,             0.00032287
                     86,                0.50466,                0.36578,                0.85404,                0.89402,                 0.6036,                0.71628,                0.46408,                 1.1872,                0.93926,                 1.2055,             0.00031816,             0.00031816,             0.00031816
                     87,                0.51677,                0.37405,                0.85767,                0.81333,                0.62043,                0.69647,                 0.4542,                  1.183,                0.96142,                 1.1762,             0.00031345,             0.00031345,             0.00031345
                     88,                0.50267,                0.36709,                 0.8506,                0.78405,                0.62158,                0.70855,                0.44838,                 1.1963,                0.92653,                 1.1862,             0.00030873,             0.00030873,             0.00030873
                     89,                0.50395,                0.36178,                0.85199,                0.68645,                0.66662,                0.70172,                0.45317,                 1.2113,                0.99166,                 1.2008,             0.00030402,             0.00030402,             0.00030402
                     90,                0.49272,                 0.3581,                0.85276,                 0.7121,                0.68239,                0.70528,                0.46933,                 1.1921,                0.96309,                 1.1919,             0.00029931,             0.00029931,             0.00029931
                     91,                0.49497,                0.35869,                0.85686,                0.80047,                0.61201,                0.70544,                0.46228,                 1.1904,                 0.9531,                 1.1854,              0.0002946,              0.0002946,              0.0002946
                     92,                0.50987,                0.36683,                0.85902,                0.74668,                0.70188,                0.74085,                0.48534,                 1.1876,                0.90287,                 1.1815,             0.00028988,             0.00028988,             0.00028988
                     93,                0.48892,                0.35842,                0.85038,                0.79129,                0.68363,                0.72252,                0.46539,                 1.1998,                0.90643,                 1.2069,             0.00028517,             0.00028517,             0.00028517
                     94,                0.48307,                0.35792,                0.84721,                0.75466,                0.68684,                 0.7266,                0.48899,                 1.1894,                0.96836,                 1.1945,             0.00028046,             0.00028046,             0.00028046
                     95,                0.48256,                0.35471,                0.85074,                0.81862,                0.57911,                 0.7174,                0.48001,                 1.1876,                0.95453,                 1.2089,             0.00027575,             0.00027575,             0.00027575
                     96,                0.47352,                0.34896,                0.84444,                0.84652,                0.60205,                0.70243,                0.46958,                 1.1856,                0.90744,                 1.2035,             0.00027103,             0.00027103,             0.00027103
                     97,                0.48786,                0.35384,                0.85322,                0.82232,                0.59798,                0.69209,                0.45539,                 1.1768,                 0.9607,                 1.1963,             0.00026632,             0.00026632,             0.00026632
                     98,                   0.47,                0.35005,                0.84695,                0.83182,                0.64638,                0.71166,                0.48233,                 1.1957,                0.90144,                 1.2146,             0.00026161,             0.00026161,             0.00026161
                     99,                0.48209,                0.35028,                0.84983,                0.78805,                0.63659,                0.70965,                0.47107,                 1.2155,                0.92742,                 1.2223,              0.0002569,              0.0002569,              0.0002569
                    100,                0.46015,                0.33912,                0.84571,                0.81112,                0.65632,                0.74052,                0.49611,                 1.1654,                0.92703,                 1.1954,             0.00025218,             0.00025218,             0.00025218
                    101,                0.47023,                0.34191,                0.84447,                0.89747,                0.61187,                0.73696,                0.47699,                 1.1707,                0.91959,                 1.1869,             0.00024747,             0.00024747,             0.00024747
                    102,                0.46143,                 0.3355,                 0.8405,                0.77246,                0.63429,                 0.7128,                0.47228,                   1.18,                0.94105,                 1.2057,             0.00024276,             0.00024276,             0.00024276
                    103,                0.46593,                0.33665,                0.84596,                0.79161,                 0.6476,                0.72215,                0.48578,                  1.183,                0.97139,                 1.2026,             0.00023805,             0.00023805,             0.00023805
                    104,                0.45511,                0.32979,                0.83895,                0.86269,                0.59626,                 0.7103,                0.47098,                 1.1866,                0.93107,                 1.2109,             0.00023334,             0.00023334,             0.00023334
                    105,                0.46109,                0.33367,                0.84324,                0.76602,                0.62121,                0.70178,                0.45447,                 1.1838,                0.96557,                 1.2019,             0.00022862,             0.00022862,             0.00022862
                    106,                0.44374,                0.32572,                0.84065,                0.73633,                0.64115,                0.69065,                0.46712,                  1.171,                  0.918,                 1.1854,             0.00022391,             0.00022391,             0.00022391
                    107,                 0.4426,                0.32838,                0.83664,                0.82892,                0.62767,                0.73678,                 0.4977,                 1.1731,                0.94459,                 1.1874,              0.0002192,              0.0002192,              0.0002192
                    108,                0.43866,                0.32486,                0.83567,                0.83081,                0.60253,                0.71323,                0.46248,                   1.19,                0.97082,                 1.2067,             0.00021449,             0.00021449,             0.00021449
                    109,                 0.4454,                0.32454,                0.83931,                 0.8329,                0.58029,                0.67952,                 0.4463,                 1.1874,                0.96038,                 1.2003,             0.00020977,             0.00020977,             0.00020977
                    110,                0.44712,                0.32532,                 0.8387,                0.81097,                0.58142,                0.68709,                0.45832,                 1.1905,                0.95163,                 1.2109,             0.00020506,             0.00020506,             0.00020506
                    111,                0.43657,                0.32255,                0.84004,                0.81175,                0.59035,                0.70209,                0.44719,                 1.2019,                0.96692,                 1.2156,             0.00020035,             0.00020035,             0.00020035
                    112,                0.43112,                0.31818,                 0.8399,                0.77479,                  0.668,                0.73722,                0.49383,                 1.1988,                0.92562,                 1.2193,             0.00019564,             0.00019564,             0.00019564
                    113,                0.43394,                0.31181,                0.83463,                0.79403,                0.62672,                0.74061,                0.49937,                 1.1912,                0.96549,                 1.2056,             0.00019092,             0.00019092,             0.00019092
                    114,                0.42921,                 0.3114,                0.83162,                0.79011,                0.64603,                0.73649,                0.49122,                  1.172,                0.92145,                 1.2078,             0.00018621,             0.00018621,             0.00018621
                    115,                0.42418,                0.31842,                0.83413,                0.85948,                 0.6026,                0.71505,                 0.4723,                 1.1591,                0.96021,                 1.1918,              0.0001815,              0.0001815,              0.0001815
                    116,                0.42469,                0.31496,                0.83283,                0.84995,                0.60826,                0.71123,                 0.4641,                 1.1848,                 0.9833,                 1.2057,             0.00017679,             0.00017679,             0.00017679
                    117,                 0.4281,                0.31375,                0.83602,                0.85612,                0.59084,                 0.7109,                0.48045,                 1.1834,                 0.9446,                 1.2164,             0.00017207,             0.00017207,             0.00017207
                    118,                0.42512,                0.31095,                0.83237,                0.79323,                0.64123,                0.72113,                0.48007,                 1.1998,                0.92748,                 1.2359,             0.00016736,             0.00016736,             0.00016736
                    119,                0.40845,                0.30429,                0.83393,                0.83911,                0.65451,                0.74577,                 0.4909,                 1.1883,                0.93813,                 1.2187,             0.00016265,             0.00016265,             0.00016265
                    120,                0.41423,                0.30424,                0.83497,                0.85134,                0.63293,                0.73796,                0.49131,                 1.1733,                0.92628,                 1.2082,             0.00015794,             0.00015794,             0.00015794
                    121,                0.40983,                0.29884,                0.83164,                 0.8254,                0.61455,                0.71661,                0.48861,                 1.1709,                0.95664,                 1.2074,             0.00015322,             0.00015322,             0.00015322
                    122,                0.40996,                0.31199,                0.83132,                0.78743,                0.61649,                0.69362,                0.47043,                 1.2138,                0.95717,                 1.2344,             0.00014851,             0.00014851,             0.00014851
                    123,                 0.4078,                0.29896,                0.83309,                0.80881,                0.59923,                0.70579,                0.47054,                 1.2113,                  0.953,                 1.2318,              0.0001438,              0.0001438,              0.0001438
                    124,                0.40157,                0.29735,                0.83077,                  0.809,                0.59577,                0.72095,                0.47612,                  1.188,                0.95796,                 1.2011,             0.00013909,             0.00013909,             0.00013909
                    125,                 0.3901,                0.29071,                0.82748,                0.87026,                0.59011,                0.71369,                0.47445,                 1.1788,                0.92358,                 1.2127,             0.00013437,             0.00013437,             0.00013437
                    126,                0.39225,                0.28911,                0.82843,                0.85815,                0.62302,                0.74454,                0.49659,                  1.169,                0.92536,                 1.2054,             0.00012966,             0.00012966,             0.00012966
                    127,                0.39626,                0.29517,                0.82527,                0.82769,                0.62262,                0.72201,                0.48425,                 1.1633,                0.89683,                 1.2008,             0.00012495,             0.00012495,             0.00012495
                    128,                0.39301,                0.28918,                0.82962,                0.75993,                0.65712,                0.73463,                0.49459,                 1.1758,                0.90423,                 1.2215,             0.00012024,             0.00012024,             0.00012024
                    129,                0.39305,                0.28437,                0.82252,                0.77118,                0.63119,                0.72273,                0.47588,                 1.1701,                0.94826,                 1.2124,             0.00011553,             0.00011553,             0.00011553
                    130,                0.37855,                0.27944,                 0.8233,                0.74522,                0.63691,                0.71731,                0.48532,                  1.179,                0.96038,                 1.2151,             0.00011081,             0.00011081,             0.00011081
                    131,                 0.3885,                0.28738,                0.82622,                0.89464,                0.57413,                0.71714,                0.48693,                 1.1674,                0.96425,                 1.2068,              0.0001061,              0.0001061,              0.0001061
                    132,                0.38801,                0.28479,                0.82064,                  0.799,                0.62475,                0.71576,                 0.4827,                 1.1627,                 0.9603,                 1.1979,             0.00010139,             0.00010139,             0.00010139
                    133,                 0.3798,                0.27973,                0.82268,                0.70674,                  0.644,                  0.696,                0.48227,                 1.1638,                0.96926,                 1.2071,             9.6676e-05,             9.6676e-05,             9.6676e-05
                    134,                0.37507,                0.27943,                0.82055,                0.82593,                0.61469,                0.71967,                0.47235,                  1.163,                0.95517,                 1.2024,             9.1963e-05,             9.1963e-05,             9.1963e-05
                    135,                0.37351,                0.27659,                 0.8193,                0.82339,                0.64573,                0.72396,                0.47812,                 1.1789,                0.95403,                 1.2123,             8.7251e-05,             8.7251e-05,             8.7251e-05
                    136,                0.37834,                 0.2763,                0.82565,                0.74437,                0.65939,                0.70488,                 0.4802,                 1.1656,                0.94417,                 1.1978,             8.2538e-05,             8.2538e-05,             8.2538e-05
                    137,                0.37593,                0.28264,                0.82458,                0.82771,                0.58715,                0.69997,                0.47539,                 1.1756,                0.94141,                 1.2062,             7.7826e-05,             7.7826e-05,             7.7826e-05
                    138,                0.35999,                0.27304,                0.82182,                0.75243,                0.63919,                0.71536,                0.48222,                 1.1719,                0.96288,                 1.2056,             7.3114e-05,             7.3114e-05,             7.3114e-05
                    139,                0.36612,                 0.2693,                0.82538,                0.77906,                0.66145,                0.72961,                0.49665,                 1.1621,                0.96961,                    1.2,             6.8401e-05,             6.8401e-05,             6.8401e-05
                    140,                0.35809,                0.26544,                0.81805,                 0.8156,                0.62461,                0.70882,                0.48318,                  1.166,                0.97945,                 1.2008,             6.3689e-05,             6.3689e-05,             6.3689e-05
                    141,                0.37685,                0.25821,                0.80315,                0.83049,                0.61184,                0.68796,                 0.4653,                 1.1932,                0.96702,                 1.2371,             5.8976e-05,             5.8976e-05,             5.8976e-05
                    142,                0.34709,                0.24114,                0.80014,                0.77428,                0.63939,                0.71081,                0.46895,                 1.1667,                0.97093,                 1.2181,             5.4264e-05,             5.4264e-05,             5.4264e-05
                    143,                 0.3367,                0.23395,                0.79525,                0.82735,                0.64588,                0.70558,                0.47514,                 1.1751,                0.96049,                 1.2096,             4.9552e-05,             4.9552e-05,             4.9552e-05
                    144,                0.33456,                0.23083,                0.79263,                 0.8312,                0.65074,                   0.72,                0.48619,                  1.181,                0.94918,                 1.2128,             4.4839e-05,             4.4839e-05,             4.4839e-05
                    145,                0.33146,                0.23392,                0.79473,                0.81591,                0.67141,                0.73757,                0.48738,                   1.17,                 0.9314,                 1.2061,             4.0127e-05,             4.0127e-05,             4.0127e-05
                    146,                0.32794,                0.23049,                0.79401,                0.84826,                0.67132,                0.74226,                0.50151,                 1.1706,                0.94882,                 1.2084,             3.5414e-05,             3.5414e-05,             3.5414e-05
                    147,                0.31264,                0.21876,                0.79151,                0.85183,                0.67109,                0.74952,                0.50423,                 1.1696,                0.94683,                 1.2086,             3.0702e-05,             3.0702e-05,             3.0702e-05
                    148,                0.32282,                0.22564,                0.78546,                0.85421,                0.67162,                0.75581,                0.51271,                  1.166,                0.93655,                 1.2061,              2.599e-05,              2.599e-05,              2.599e-05
                    149,                0.31738,                0.22394,                0.79245,                0.84816,                0.66533,                0.75669,                0.51497,                 1.1656,                0.95331,                 1.2045,             2.1277e-05,             2.1277e-05,             2.1277e-05
                    150,                0.31568,                0.22543,                0.79159,                0.85803,                0.65003,                0.74368,                0.51207,                 1.1666,                  0.954,                 1.2058,             1.6565e-05,             1.6565e-05,             1.6565e-05
