                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                0.43691,                 0.3149,                 0.8363,                0.75829,                0.65225,                0.71773,                0.48036,                 1.1779,                0.92867,                 1.1843,             0.00035821,             0.00035821,             0.00035821
                    154,                0.42686,                0.31569,                0.83228,                 0.7816,                0.65662,                0.71775,                0.48703,                 1.1948,                0.96081,                 1.1857,             0.00035586,             0.00035586,             0.00035586
                    155,                 0.4269,                0.31893,                0.83222,                0.86946,                0.61798,                0.71911,                0.47321,                 1.1921,                0.94593,                 1.1867,              0.0003535,              0.0003535,              0.0003535
                    156,                0.42358,                0.31145,                0.82889,                0.73338,                  0.634,                0.69506,                0.46054,                 1.1723,                0.95169,                  1.167,             0.00035115,             0.00035115,             0.00035115
                    157,                0.41889,                0.30475,                0.82588,                0.84626,                0.59251,                0.70596,                0.46976,                 1.2026,                0.92691,                 1.1941,             0.00034879,             0.00034879,             0.00034879
                    158,                0.42068,                0.32126,                0.82974,                0.80404,                0.59574,                0.69432,                0.46087,                 1.2118,                0.99499,                 1.2136,             0.00034643,             0.00034643,             0.00034643
                    159,                0.42718,                0.31469,                 0.8356,                0.83075,                0.64941,                0.73673,                0.50631,                 1.1971,                0.93161,                 1.1844,             0.00034408,             0.00034408,             0.00034408
                    160,                0.43499,                0.32437,                0.83891,                0.88533,                0.60586,                0.71505,                0.46969,                 1.2269,                0.94389,                 1.2201,             0.00034172,             0.00034172,             0.00034172
                    161,                0.42365,                0.31321,                0.83546,                0.75031,                0.63708,                0.72087,                0.48038,                 1.2259,                0.93002,                 1.2212,             0.00033936,             0.00033936,             0.00033936
                    162,                 0.4131,                0.30732,                0.83014,                0.74034,                0.67466,                0.72033,                0.48414,                 1.2132,                0.91496,                 1.2149,             0.00033701,             0.00033701,             0.00033701
                    163,                0.42893,                0.31789,                0.83366,                0.75258,                0.63243,                 0.7167,                0.48676,                   1.19,                 0.9227,                 1.1959,             0.00033465,             0.00033465,             0.00033465
                    164,                0.41198,                0.30888,                0.82652,                0.80318,                0.60379,                0.70605,                0.45641,                 1.1998,                0.95665,                 1.2093,              0.0003323,              0.0003323,              0.0003323
                    165,                0.41888,                 0.3086,                0.82993,                0.77812,                 0.5896,                0.70126,                0.45489,                 1.2111,                0.97617,                 1.2355,             0.00032994,             0.00032994,             0.00032994
                    166,                0.41787,                0.30752,                0.82971,                0.77108,                 0.6219,                0.71003,                0.48021,                 1.1916,                0.95333,                 1.1998,             0.00032758,             0.00032758,             0.00032758
                    167,                0.41958,                0.30186,                 0.8279,                 0.7431,                0.62262,                0.67039,                0.45241,                  1.209,                 1.0034,                 1.2171,             0.00032523,             0.00032523,             0.00032523
                    168,                0.41264,                0.30237,                0.83406,                0.79758,                0.60918,                0.71283,                0.46144,                 1.2031,                0.98307,                 1.2127,             0.00032287,             0.00032287,             0.00032287
                    169,                0.41611,                0.31113,                 0.8351,                0.78863,                0.54167,                0.67668,                0.45016,                 1.2011,                 1.0418,                 1.2038,             0.00032051,             0.00032051,             0.00032051
                    170,                0.40486,                0.29897,                 0.8253,                0.72507,                0.63101,                0.68097,                0.45661,                 1.2147,                 1.0042,                  1.214,             0.00031816,             0.00031816,             0.00031816
                    171,                0.40703,                0.29823,                0.83224,                0.73123,                0.66788,                0.70514,                0.46821,                 1.2031,                0.98155,                 1.2247,              0.0003158,              0.0003158,              0.0003158
                    172,                0.40229,                0.30064,                0.82782,                0.76825,                0.63768,                0.72326,                0.48918,                 1.2053,                0.94184,                 1.2202,             0.00031345,             0.00031345,             0.00031345
                    173,                0.39512,                0.29453,                0.82526,                0.72936,                0.65167,                0.71816,                0.48638,                 1.2097,                0.96398,                 1.2292,             0.00031109,             0.00031109,             0.00031109
                    174,                0.39604,                0.29026,                0.83075,                0.80138,                0.62457,                0.72703,                 0.4939,                 1.2135,                0.99798,                 1.2364,             0.00030873,             0.00030873,             0.00030873
                    175,                0.40262,                0.28921,                0.82475,                0.78636,                0.62146,                 0.7058,                0.46742,                 1.1928,                0.97491,                 1.2028,             0.00030638,             0.00030638,             0.00030638
                    176,                0.39879,                0.29329,                0.82381,                0.73746,                0.62999,                0.71502,                 0.4687,                 1.1921,                0.94828,                 1.1973,             0.00030402,             0.00030402,             0.00030402
                    177,                0.40962,                 0.3033,                0.83188,                0.75306,                0.63468,                 0.7429,                0.49721,                  1.182,                0.93377,                 1.1734,             0.00030167,             0.00030167,             0.00030167
                    178,                0.40677,                0.30058,                0.82914,                0.80234,                0.60342,                0.70773,                0.47495,                 1.1992,                 0.9482,                 1.2081,             0.00029931,             0.00029931,             0.00029931
                    179,                 0.3965,                0.29101,                0.83084,                0.77056,                 0.6349,                0.71922,                0.47373,                 1.2057,                0.99033,                 1.2122,             0.00029695,             0.00029695,             0.00029695
                    180,                0.39967,                0.29471,                0.82828,                0.77515,                0.66313,                0.73316,                0.48046,                 1.1976,                 1.0261,                 1.1966,              0.0002946,              0.0002946,              0.0002946
                    181,                0.39354,                0.29093,                 0.8229,                 0.7638,                0.62823,                0.70382,                0.47553,                 1.2289,                 1.0299,                 1.2213,             0.00029224,             0.00029224,             0.00029224
                    182,                0.39432,                0.29486,                0.83128,                0.74687,                 0.6423,                0.69044,                0.46845,                 1.2133,                0.99087,                 1.2221,             0.00028988,             0.00028988,             0.00028988
                    183,                0.39338,                 0.2899,                0.82428,                 0.6947,                0.62081,                0.68962,                0.46387,                 1.2085,                0.96609,                 1.2219,             0.00028753,             0.00028753,             0.00028753
                    184,                0.39463,                0.28987,                0.82568,                0.68834,                 0.6217,                0.69283,                0.45844,                 1.2128,                0.98824,                 1.2172,             0.00028517,             0.00028517,             0.00028517
                    185,                0.38995,                 0.2872,                0.81952,                0.65755,                0.58518,                0.70342,                0.46269,                 1.2047,                 0.9822,                 1.2117,             0.00028282,             0.00028282,             0.00028282
                    186,                0.38272,                0.28062,                 0.8246,                0.68374,                0.60144,                0.69184,                0.46262,                 1.2076,                0.98756,                 1.2158,             0.00028046,             0.00028046,             0.00028046
                    187,                 0.4031,                 0.2888,                0.82588,                0.71529,                0.65205,                0.71291,                0.48477,                 1.2225,                 1.0056,                 1.2371,              0.0002781,              0.0002781,              0.0002781
                    188,                0.37901,                0.27463,                0.82097,                0.75579,                0.68037,                0.72324,                0.48136,                 1.2255,                0.95318,                 1.2278,             0.00027575,             0.00027575,             0.00027575
                    189,                0.38877,                0.28258,                0.82908,                0.79443,                0.63411,                  0.725,                0.47363,                 1.2062,                0.99446,                 1.2185,             0.00027339,             0.00027339,             0.00027339
                    190,                0.37881,                0.27654,                0.82376,                0.78506,                0.65381,                0.71616,                0.47612,                 1.2136,                0.99475,                 1.2286,             0.00027103,             0.00027103,             0.00027103
                    191,                0.38541,                0.28119,                0.82317,                0.73881,                0.65132,                0.70736,                 0.4642,                  1.212,                 1.0003,                 1.2162,             0.00026868,             0.00026868,             0.00026868
                    192,                0.38643,                0.28201,                0.82198,                0.73262,                0.63027,                0.71692,                0.47323,                 1.2072,                 1.0131,                 1.2167,             0.00026632,             0.00026632,             0.00026632
                    193,                0.38686,                0.28232,                0.82671,                0.81897,                0.57382,                0.69736,                0.46529,                 1.2197,                  1.031,                 1.2261,             0.00026397,             0.00026397,             0.00026397
                    194,                0.37199,                0.27357,                0.81876,                0.80918,                0.61467,                0.71901,                0.46817,                  1.202,                0.97927,                 1.2246,             0.00026161,             0.00026161,             0.00026161
                    195,                0.38772,                0.27949,                0.82535,                0.79064,                  0.678,                0.74662,                0.48153,                 1.2181,                0.98807,                 1.2434,             0.00025925,             0.00025925,             0.00025925
                    196,                0.37676,                0.27754,                0.81907,                0.83908,                0.63719,                0.74761,                0.49487,                 1.1993,                 1.0203,                 1.2107,              0.0002569,              0.0002569,              0.0002569
                    197,                0.37411,                  0.275,                0.82203,                0.81804,                0.67049,                0.73965,                0.49127,                 1.2161,                0.98033,                 1.2261,             0.00025454,             0.00025454,             0.00025454
                    198,                0.36469,                0.26999,                0.81641,                0.79905,                0.64318,                0.72329,                 0.4863,                 1.1917,                0.97415,                 1.2067,             0.00025218,             0.00025218,             0.00025218
                    199,                0.36409,                0.26981,                0.81558,                0.79722,                0.67362,                0.75951,                0.50321,                 1.2026,                0.99448,                 1.2129,             0.00024983,             0.00024983,             0.00024983
                    200,                0.36878,                0.27559,                0.81946,                 0.7639,                0.64854,                0.72849,                0.47951,                 1.2126,                0.99476,                 1.2314,             0.00024747,             0.00024747,             0.00024747
                    201,                0.37482,                0.27557,                0.82527,                0.78636,                0.62337,                0.72542,                0.49397,                 1.2073,                0.97767,                 1.2279,             0.00024512,             0.00024512,             0.00024512
                    202,                0.36991,                0.26913,                0.81786,                0.78413,                0.61926,                0.72693,                0.48787,                 1.2023,                0.98707,                 1.2183,             0.00024276,             0.00024276,             0.00024276
                    203,                0.36387,                0.26641,                0.82029,                0.77772,                 0.6153,                0.71595,                0.48568,                 1.1895,                0.97161,                 1.2015,              0.0002404,              0.0002404,              0.0002404
                    204,                0.36631,                 0.2704,                0.82203,                0.73247,                 0.5943,                0.67442,                0.46375,                 1.1763,                0.96152,                  1.196,             0.00023805,             0.00023805,             0.00023805
                    205,                0.36021,                0.26182,                0.81929,                0.67091,                0.61863,                0.68931,                0.47193,                 1.1815,                0.96839,                  1.193,             0.00023569,             0.00023569,             0.00023569
                    206,                0.36753,                0.26839,                0.82366,                0.66825,                0.60598,                0.68694,                0.46615,                 1.1958,                0.95223,                 1.2181,             0.00023334,             0.00023334,             0.00023334
                    207,                0.36829,                0.26997,                0.82099,                0.77727,                0.63305,                0.70651,                0.47039,                 1.1988,                0.95504,                 1.2335,             0.00023098,             0.00023098,             0.00023098
                    208,                0.36553,                0.26967,                 0.8175,                0.77987,                0.64146,                0.72279,                0.47016,                 1.1986,                0.97529,                 1.2316,             0.00022862,             0.00022862,             0.00022862
                    209,                0.35955,                0.26824,                0.81797,                0.81309,                 0.6343,                0.71925,                 0.4803,                  1.206,                0.98116,                 1.2264,             0.00022627,             0.00022627,             0.00022627
